Station,Camera,CameraName,Species,TrapAndCamera,DateTimeOriginal,Date,Time,delta.time.secs,delta.time.mins,delta.time.hours,delta.time.days,Directory,FileName
JS1,28,JS_1,Pecari tajacu,JS1_28,2022-02-10 19:01:23,2022-02-10,19:01:23,1940676,32344,539.1,22.5,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/70,7070ae6e-c9f0-4603-ab4f-14f241064111.jpg
PN22,25,PN2_2,Nasua narica,PN22_25,2022-02-11 17:39:05,2022-02-11,17:39:05,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/27,279d7d6b-bcec-464d-9680-6b42c06253d7.jpg
PN22,25,PN2_2,Odocoileus virginianus,PN22_25,2022-02-11 19:18:38,2022-02-11,19:18:38,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52b2b897-ecab-434a-ad25-1364a93daffe.jpg
PN22,25,PN2_2,Sciurus sp,PN22_25,2022-02-13 09:54:50,2022-02-13,09:54:50,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/e1,e1c2f762-7384-49fd-923a-dc9abb67928f.jpg
PN32,24,PN3_2,Sciurus sp,PN32_24,2022-02-14 06:57:27,2022-02-14,06:57:27,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4c,4ce60531-053f-468d-943a-ceabfae91e24.jpg
PN32,24,PN3_2,Sciurus sp,PN32_24,2022-02-14 12:01:56,2022-02-14,12:01:56,18269,304,5.1,0.2,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c7,c7c3300a-a918-4a86-a412-fb0dc587d6a1.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-14 13:20:39,2022-02-14,13:20:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/bb,bbc75507-3b70-44c7-9127-d3df4baab4f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-14 13:20:39,2022-02-14,13:20:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/bb,bbc75507-3b70-44c7-9127-d3df4baab4f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-14 13:20:39,2022-02-14,13:20:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/bb,bbc75507-3b70-44c7-9127-d3df4baab4f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-14 13:20:39,2022-02-14,13:20:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/bb,bbc75507-3b70-44c7-9127-d3df4baab4f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-14 13:20:39,2022-02-14,13:20:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/bb,bbc75507-3b70-44c7-9127-d3df4baab4f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-15 12:01:23,2022-02-15,12:01:23,81644,1360,22.7,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52cab9e9-c3b2-4b17-a677-3e1916ec3b3e.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-15 12:01:23,2022-02-15,12:01:23,81644,1360,22.7,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52cab9e9-c3b2-4b17-a677-3e1916ec3b3e.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-15 12:01:23,2022-02-15,12:01:23,81644,1360,22.7,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52cab9e9-c3b2-4b17-a677-3e1916ec3b3e.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-15 12:01:23,2022-02-15,12:01:23,81644,1360,22.7,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52cab9e9-c3b2-4b17-a677-3e1916ec3b3e.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-15 12:01:23,2022-02-15,12:01:23,81644,1360,22.7,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/52,52cab9e9-c3b2-4b17-a677-3e1916ec3b3e.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-16 10:23:53,2022-02-16,10:23:53,80550,1342,22.4,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,506144ce-b7c4-4e12-973f-3a8dc8a6c5b4.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-16 10:23:53,2022-02-16,10:23:53,80550,1342,22.4,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,506144ce-b7c4-4e12-973f-3a8dc8a6c5b4.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-16 10:23:53,2022-02-16,10:23:53,80550,1342,22.4,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,506144ce-b7c4-4e12-973f-3a8dc8a6c5b4.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-16 10:23:53,2022-02-16,10:23:53,80550,1342,22.4,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,506144ce-b7c4-4e12-973f-3a8dc8a6c5b4.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-16 10:23:53,2022-02-16,10:23:53,80550,1342,22.4,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,506144ce-b7c4-4e12-973f-3a8dc8a6c5b4.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-02-17 08:26:52,2022-02-17,08:26:52,606692,10111,168.5,7.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/d2,d2f72d52-5750-4184-a289-2f6ffddf4f70.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-02-18 17:49:09,2022-02-18,17:49:09,120137,2002,33.4,1.4,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/ae,aecc2740-60db-4bec-aef9-0750416da56f.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 08:30:17,2022-02-19,08:30:17,252384,4206,70.1,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4a,4a135321-1d62-4244-8c53-d099422e879b.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 08:30:17,2022-02-19,08:30:17,252384,4206,70.1,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4a,4a135321-1d62-4244-8c53-d099422e879b.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 08:30:17,2022-02-19,08:30:17,252384,4206,70.1,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4a,4a135321-1d62-4244-8c53-d099422e879b.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 08:30:17,2022-02-19,08:30:17,252384,4206,70.1,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4a,4a135321-1d62-4244-8c53-d099422e879b.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 08:30:17,2022-02-19,08:30:17,252384,4206,70.1,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4a,4a135321-1d62-4244-8c53-d099422e879b.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 15:19:24,2022-02-19,15:19:24,24547,409,6.8,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/34,34530b0f-5cdb-478a-89f8-0316c83610b7.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 15:19:24,2022-02-19,15:19:24,24547,409,6.8,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/34,34530b0f-5cdb-478a-89f8-0316c83610b7.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 15:19:24,2022-02-19,15:19:24,24547,409,6.8,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/34,34530b0f-5cdb-478a-89f8-0316c83610b7.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 15:19:24,2022-02-19,15:19:24,24547,409,6.8,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/34,34530b0f-5cdb-478a-89f8-0316c83610b7.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-19 15:19:24,2022-02-19,15:19:24,24547,409,6.8,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/34,34530b0f-5cdb-478a-89f8-0316c83610b7.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-20 08:55:49,2022-02-20,08:55:49,63385,1056,17.6,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3f,3fb8fc22-db4f-45d2-8787-8f977a887aee.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-20 08:55:49,2022-02-20,08:55:49,63385,1056,17.6,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3f,3fb8fc22-db4f-45d2-8787-8f977a887aee.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-20 08:55:49,2022-02-20,08:55:49,63385,1056,17.6,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3f,3fb8fc22-db4f-45d2-8787-8f977a887aee.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-20 08:55:49,2022-02-20,08:55:49,63385,1056,17.6,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3f,3fb8fc22-db4f-45d2-8787-8f977a887aee.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-20 08:55:49,2022-02-20,08:55:49,63385,1056,17.6,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3f,3fb8fc22-db4f-45d2-8787-8f977a887aee.jpg
PN32,24,PN3_2,Eira barbara,PN32_24,2022-02-21 09:06:02,2022-02-21,09:06:02,1475582,24593,409.9,17.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/d9,d93af6b0-0b6e-4cf3-a08f-f7c24d8a8256.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-02-21 09:34:15,2022-02-21,09:34:15,229506,3825,63.8,2.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/70,704911ce-c540-473f-8caa-2d5868ae4029.jpg
JS3,30,JS_3,Ortalis vetula,JS3_30,2022-02-21 18:22:13,2022-02-21,18:22:13,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/b4,b47d277c-636b-406b-9db8-cfc58135ef20.jpg
PN22,25,PN2_2,Mazama temama,PN22_25,2022-02-21 22:30:05,2022-02-21,22:30:05,1127694,18794,313.2,13.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/2f,2fe32f26-6135-4044-a901-46db329f2eeb.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-22 08:34:40,2022-02-22,08:34:40,171531,2858,47.6,2.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/63,6370f595-27d2-4412-9672-e7c1f3135496.jpg
PN32,24,PN3_2,Didelphis marsupialis,PN32_24,2022-02-22 20:47:05,2022-02-22,20:47:05,1118450,18640,310.7,12.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/f2,f24009a9-a83a-4197-a3fe-c75774fb3bf8.jpg
PN22,25,PN2_2,Mazama temama,PN22_25,2022-02-22 23:27:25,2022-02-22,23:27:25,89840,1497,25.0,1.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c0,c083232b-4797-4929-84a0-2a03bddfbbd8.jpg
PN22,25,PN2_2,Eira barbara,PN22_25,2022-02-23 09:19:40,2022-02-23,09:19:40,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/82,82795eec-82e5-43d0-90cd-c4b05f49fc3d.jpg
PN32,24,PN3_2,Pecari tajacu,PN32_24,2022-02-23 12:34:44,2022-02-23,12:34:44,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c5,c5899662-ab50-48c6-be29-9f7a940fe6b2.jpg
PN32,24,PN3_2,Pecari tajacu,PN32_24,2022-02-23 12:34:44,2022-02-23,12:34:44,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c5,c5899662-ab50-48c6-be29-9f7a940fe6b2.jpg
PN32,24,PN3_2,Pecari tajacu,PN32_24,2022-02-23 12:34:44,2022-02-23,12:34:44,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c5,c5899662-ab50-48c6-be29-9f7a940fe6b2.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-24 14:12:03,2022-02-24,14:12:03,193043,3217,53.6,2.2,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/49,49a12d1a-6011-45f4-a71e-704aa59ca0f3.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-24 16:50:18,2022-02-24,16:50:18,9495,158,2.6,0.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/50,50de6730-8506-482f-abc0-416379d532fd.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-25 09:17:41,2022-02-25,09:17:41,59243,987,16.5,0.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/8b,8bcbf188-a4d4-4c03-a443-2630e40bd686.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-02-26 16:37:04,2022-02-26,16:37:04,457369,7622,127.0,5.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/20,20441b75-4474-4656-a7ba-6182357c5990.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-27 07:54:08,2022-02-27,07:54:08,167787,2796,46.6,1.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/09,09adb37a-8ff5-47f0-8929-45f30e706ef0.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-27 10:28:30,2022-02-27,10:28:30,9262,154,2.6,0.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/d1,d1684b00-7a63-4743-833c-28c2a2afbe1c.jpg
PN32,24,PN3_2,Bos sp,PN32_24,2022-02-28 08:47:29,2022-02-28,08:47:29,80339,1338,22.3,0.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/ad,ad6b9bfe-0fd2-4ae7-a728-584eed16af09.jpg
PN22,25,PN2_2,Mazama temama,PN22_25,2022-02-28 22:54:51,2022-02-28,22:54:51,516446,8607,143.5,6.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/a9,a9e9b22d-6ec4-437d-beaa-ca6dba0a5def.jpg
PN22,25,PN2_2,Mazama temama,PN22_25,2022-03-01 01:52:36,2022-03-01,01:52:36,10665,177,3.0,0.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/73,73641235-4869-4ae4-8f35-792bb7836996.jpg
PN22,25,PN2_2,Mazama temama,PN22_25,2022-03-05 21:08:08,2022-03-05,21:08:08,414932,6915,115.3,4.8,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/71,7174ab49-87fe-4390-aa8d-05b2e2c51868.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-06 09:20:29,2022-03-06,09:20:29,665005,11083,184.7,7.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/87,874cd83b-b392-4151-b05a-3afa98459d12.jpg
JS3,30,JS_3,Sciurus sp,JS3_30,2022-03-08 10:25:51,2022-03-08,10:25:51,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/9d,9dbbe63d-2241-47a9-9c53-40d186ec60fe.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-11 13:46:09,2022-03-11,13:46:09,447940,7465,124.4,5.2,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/7e,7e628d69-4807-4b21-9c8f-18313ee0a56b.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-14 10:06:05,2022-03-14,10:06:05,245996,4099,68.3,2.8,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/be,be118958-a2ac-40df-b033-0304ae2c84b3.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-17 17:43:14,2022-03-17,17:43:14,286629,4777,79.6,3.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/d9,d93a0992-55fa-4f20-9edf-b9256470e3dc.jpg
JS1,28,JS_1,Didelphis marsupialis,JS1_28,2022-03-19 01:00:02,2022-03-19,01:00:02,3890874,64847,1080.8,45.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/28,28157f4e-e7a8-4b53-acba-964a06ff4144.jpg
JS1,28,JS_1,Spilogale gracilis,JS1_28,2022-03-21 21:05:35,2022-03-21,21:05:35,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/4d,4df42ec8-a9b5-460c-a397-407be824de8d.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-23 08:49:26,2022-03-23,08:49:26,486372,8106,135.1,5.6,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/96,96ac29e9-de6f-4daf-83ec-4f78b8d65a35.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-03-24 09:00:11,2022-03-24,09:00:11,87045,1450,24.2,1.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/87,87b75a73-35c0-4915-a6c7-b9a404f36123.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-03-27 08:56:04,2022-03-27,08:56:04,5792357,96539,1609.0,67.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/0e,0ef1be9c-db64-4445-a76c-45fa58f56afc.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-03-30 08:35:26,2022-03-30,08:35:26,257962,4299,71.7,3.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/19,195c625e-362e-4472-8b8a-d2813a9bf0eb.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-03-30 16:10:15,2022-03-30,16:10:15,27289,454,7.6,0.3,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/84,841f5fd3-4a0f-483d-a1ea-b11ae3f1013e.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-04-04 09:24:24,2022-04-04,09:24:24,407649,6794,113.2,4.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/7b,7b4551d3-e1fe-41f8-89dd-0174ea1ac475.jpg
JS3,30,JS_3,Ortalis vetula,JS3_30,2022-04-06 16:48:46,2022-04-06,16:48:46,3795993,63266,1054.4,43.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/3b,3bb44bc1-ccbc-4439-8141-a35f6066a31e.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-04-07 07:50:44,2022-04-07,07:50:44,253580,4226,70.4,2.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/b2,b2e2e6d4-3a0d-420b-84a2-edf089faad94.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-04-11 08:18:08,2022-04-11,08:18:08,1552677,25877,431.3,18.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/1e,1eebbc04-6f0e-4c88-8e75-ac35f407340e.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-04-12 09:28:47,2022-04-12,09:28:47,437883,7298,121.6,5.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/89,89b69838-d28d-47a3-bd17-8acd34c3f56e.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-04-13 06:44:11,2022-04-13,06:44:11,167163,2786,46.4,1.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c3,c3631401-2a2c-4271-83f3-d659f76f004a.jpg
JS3,30,JS_3,Sciurus sp,JS3_30,2022-04-13 15:46:04,2022-04-13,15:46:04,3129613,52160,869.3,36.2,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/30,30819183-c722-41f4-9291-a5ca7570b981.jpg
JS3,30,JS_3,Ortalis vetula,JS3_30,2022-04-13 17:27:24,2022-04-13,17:27:24,607118,10118,168.6,7.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/c8,c816dc54-a444-43e3-92a6-1de2b8e5b9b2.jpg
JS3,30,JS_3,Puma concolor,JS3_30,2022-04-15 03:39:40,2022-04-15,03:39:40,5574933,92915,1548.6,64.5,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/82,823bdd09-aa57-4f70-a841-9d770c488645.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-04-15 16:26:19,2022-04-15,16:26:19,207728,3462,57.7,2.4,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/42,42dfe82e-479a-4e94-96f0-c11cadbeebd1.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-04-15 17:52:04,2022-04-15,17:52:04,5145,85,1.4,0.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/5d,5d064a22-b528-4ae2-a912-f72da2a836d2.jpg
JS1,28,JS_1,Odocoileus virginianus,JS1_28,2022-04-17 20:57:39,2022-04-17,20:57:39,0,0,0.0,0.0,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/9c,9c325268-b379-4a3b-8679-8f09299615cc.jpg
JS1,28,JS_1,Sciurus sp,JS1_28,2022-04-20 10:05:40,2022-04-20,10:05:40,404016,6733,112.2,4.7,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/a4,a4aa2c0a-8d8f-44cb-bc25-90efcc7f8f58.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-04-21 08:05:30,2022-04-21,08:05:30,772603,12876,214.6,8.9,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/7e,7efe8777-029d-4d1e-9c8e-83ea4dfe4302.jpg
JS1,28,JS_1,Ortalis vetula,JS1_28,2022-04-21 09:19:37,2022-04-21,09:19:37,4447,74,1.2,0.1,/Users/jenner/Library/Application Support/camelot/Datasets/default/Media/41,41c2d200-7978-4bb9-8635-7ab9a0b85160.jpg
